episode,reward,steps,success,total_steps
989,0.0,232,0,58602
990,0.0,6,0,58608
991,-1.0,20,0,58628
992,0.0,102,0,58730
993,0.0,61,0,58791
994,0.0,285,0,59076
995,0.0,300,0,59376
996,0.0,129,0,59505
997,0.0,123,0,59628
998,0.0,88,0,59716
999,-1.0,130,0,59846
1000,0.0,16,0,59862
1001,0.7989999999999999,67,1,59929
1002,-1.0,120,0,60049
1003,0.0,6,0,60055
1004,-1.0,170,0,60225
1005,-1.0,20,0,60245
1006,-1.0,100,0,60345
1007,0.0,19,0,60364
1008,0.0,8,0,60372
1009,0.0,25,0,60397
1010,0.0,20,0,60417
1011,0.0,16,0,60433
1012,0.0,38,0,60471
1013,-1.0,30,0,60501
1014,0.0,28,0,60529
1015,0.0,102,0,60631
1016,0.0,55,0,60686
1017,0.0,86,0,60772
1018,0.0,15,0,60787
1019,0.0,165,0,60952
1020,-1.0,90,0,61042
1021,-1.0,100,0,61142
1022,0.0,33,0,61175
1023,-1.0,150,0,61325
1024,-1.0,80,0,61405
1025,0.0,43,0,61448
1026,-1.0,150,0,61598
1027,0.0,174,0,61772
1028,0.0,180,0,61952
1029,0.0,241,0,62193
1030,0.0,10,0,62203
1031,0.0,26,0,62229
1032,0.11499999999999999,295,1,62524
1033,0.0,60,0,62584
1034,0.0,4,0,62588
1035,-1.0,90,0,62678
1036,0.0,89,0,62767
1037,0.0,19,0,62786
1038,-1.0,150,0,62936
1039,0.0,6,0,62942
